UNIVERSITY NAME,LOCATION,RATING,SCORES,PRICE
"Deakin University, Geelong","Victoria, australia",4.6/10 , IELTS 7 , M.N$29.5K/Yr
"University of New Mexico, Albuquerque","New Mexico, usa",4.6/10 ,-*-, M.S Computer Engineeri...$8.2K/Yr
"University of California, Riverside","California, usa",4.6/10 , GMAT 594 , M.B.A$27.6K/Yr
"Loughborough University, Loughborough","England, uk",4.6/10 , IELTS 6.5 , M.Sc Advanced Computer...$31K/Yr
"Hamburg University of Technology, Hamburg","Hamburg, germany",4.6/10 , TOEFL 87 , M.Sc Mechanical Engine...--
"University of Tampa, Tampa","Florida, usa",4.6/10 , GRE 299 | IELTS 6.5 , M.Sc Cybersecurity$29.9K/Yr
"Central Michigan University, Mount Pleasant","Michigan, usa",4.6/10 , IELTS 6.5 , M.Sc Computer Science$25.5K/Yr
"Tulane University, New Orleans","Louisiana, usa",4.6/10 , TOEFL 89 , M.Sc Biostatistics$13.7K/Yr
"Flinders University, Adelaide","South Australia, australia",4.6/10 , TOEFL 79 , M.Bus International Bu...$25.4K/Yr
"University of Tasmania, Hobart","Tasmania, australia",4.6/10 , TOEFL 72 , Master Pharmaceutical ...$23.1K/Yr
"Anglia Ruskin University, Cambridge","England, uk",4.6/10 , IELTS 6.5 , M.B.A$23.2K/Yr
"University at Albany, Albany","New York, usa",4.6/10 ,-*-, M.S Computer Science$22.3K/Yr
"Leuphana University of Luneburg, Luneburg","Lower Saxony, germany",4.6/10 ,-*-, M.Sc Management and Da...--
"Texas Christian University, Fort Worth","Texas, usa",4.6/10 ,-*-, M.S Supply Chain Manag...$30.3K/Yr
"Stevens Institute of Technology, Hoboken","New Jersey, usa",4.6/10 ,-*-, M.S Information System...$38.2K/Yr
"Colorado State University, Fort Collins","Colorado, usa",4.5/10 ,-*-, M.S Computer Science$28.3K/Yr
"Victoria University of Wellington, Wellington","North Island, new-zealand",4.5/10 ,-*-, M.S Biotechnology$25.4K/Yr
"University of Missouri, Columbia","Missouri, usa",4.5/10 ,-*-, M.A Art History and Ar...$23.9K/Yr
"University of Massachusetts, Amherst","Massachusetts, usa",4.5/10 , TOEFL 80 , M.Sc Computer Science$32.4K/Yr
"Washington State University, Pullman","Washington, usa",4.5/10 , TOEFL 93 , M.Sc Electrical Engine...$25.1K/Yr
"Brandenburg University of Technology, Cottbus","Brandenburg, germany",4.5/10 , TOEFL 79 , M.Sc Biotechnology$345/Yr
"Bielefeld University, Bielefeld","North Rhine-Westphalia, germany",4.5/10 , TOEFL 87 , B.Sc Biology--
"Victoria University, Melbourne","Victoria, australia",4.5/10 ,-*-, M.B.A$22.4K/Yr
"Malmo University, Malmo","Skane, sweden",4.5/10 ,-*-, M.S Computer Science$12.7K/Yr
"Texas Tech University, Lubbock","Texas, usa",4.5/10 ,-*-, M.S Microbiology$18.3K/Yr
"Birkbeck, University of London, London","England, uk",4.5/10 ,-*-, M.S Data Science$19.2K/Yr
"University of Newcastle, Newcastle","New South Wales, australia",4.5/10 , TOEFL 90 , Master Environmental a...$27.3K/Yr
"University College Cork, Cork","Cork, ireland",4.5/10 ,-*-, M.S Computing Science$20.5K/Yr
"Royal College of Surgeons - Ireland, Dublin","Dublin, ireland",4.5/10 ,-*-, M.A Surgery$13.6K/Yr
"Indiana University - Purdue University Indianapolis, Indianapolis","Indiana, usa",4.5/10 ,-*-, M.S Applied Data Scien...$24.5K/Yr
"University of Strathclyde, Glasgow","Scotland, uk",4.4/10 ,-*-, M.S Managing Human Res...--
"Brunel University, London","England, uk",4.4/10 ,-*-, M.S Advanced Engineeri...$24.5K/Yr
"University of Montana, Missoula","Montana, usa",4.4/10 ,-*-, M.S Computer Science$33.9K/Yr
"University at Buffalo, Buffalo","New York, usa",4.4/10 , IELTS 6.5 , M.Sc Computer Science ...$22.6K/Yr
"University of Louisiana, Lafayette","Louisiana, usa",4.4/10 ,-*-, M.S Computer Engineeri...$40.5K/Yr
"Ulster University, Belfast","Northern Ireland, uk",4.4/10 ,-*-, M.Eng Electronic Engin...$18.4K/Yr
"Brighton and Sussex Medical School, Brighton","England, uk",4.4/10 ,-*-, M.S Global Pharmacy$19.6K/Yr
"RMIT University, Melbourne","Victoria, australia",4.4/10 , IELTS 6.5 , M.Eng Mechanical Engin...$25.2K/Yr
"Auckland University of Technology, Auckland","North Island, new-zealand",4.4/10 ,-*-, M.Eng$25.1K/Yr
"Florida State University, Tallahassee","Florida, usa",4.4/10 , GRE 295 | TOEFL 80 , M.Sc Mechanical Engine...$33.3K/Yr
"Lehigh University, Bethlehem","Pennsylvania, usa",4.4/10 , TOEFL 90 , M.Eng Chemical Enginee...$33.1K/Yr
"University of Kaiserslautern, Kaiserslautern","Rhineland-Palatinate, germany",4.4/10 ,-*-, M.Eng Electrical and C...--
"Johannes Gutenberg University of Mainz, Mainz","Rhineland-Palatinate, germany",4.4/10 , TOEFL 79 , M.Sc Epidemiology--
"Florida International University, Miami","Florida, usa",4.4/10 ,-*-, M.S Information System...$18K/Yr
"East Tennessee State University, Johnson City","Tennessee, usa",4.4/10 ,-*-, M.S Computer and Infor...$27.6K/Yr
"Oregon Health & Science University, Portland","Oregon, usa",4.4/10 ,-*-, M.S Biochemistry & Mol...$14.8K/Yr
"University of Canberra, Canberra","Australian Capital Territory , australia",4.4/10 , IELTS 6.5 , M.Eng$22.1K/Yr
"Goethe University Frankfurt, Frankfurt am Main","Hesse, germany",4.4/10 , TOEFL 100 , M.Sc Business and Econ...$821/Yr
"University of Essex, Colchester","England, uk",4.4/10 ,-*-, M.S Data Science$20.5K/Yr
"University of Kentucky, Lexington","Kentucky, usa",4.3/10 , GRE 300 | IELTS 6.5 , M.B.A One Year MBA$36.9K/Yr
"Umea University, Umea","Vasterbotten, sweden",4.3/10 ,-*-, M.S Biomedicine$18K/Yr
"University of Kiel, Kiel","Schleswig-Holstein, germany",4.3/10 , IELTS 6 , M.Sc Electrical Engine...--
"Massey University, Palmerston North","North Island, new-zealand",4.3/10 ,-*-, M.A Business Studies$28.2K/Yr
"University of Bremen, Bremen","Bremen, germany",4.3/10 , TOEFL 95 , M.Sc Communication and...--
"University of Stuttgart, Stuttgart","Baden-Wurttemberg, germany",4.3/10 , IELTS 6.5 , M.Sc Mechanical Engine...$3.3K/Yr
"Edith Cowan University, Perth","Western Australia, australia",4.3/10 , TOEFL 84 , M.N$11.3K/Yr
"University of Saskatchewan, Saskatoon","Saskatchewan, canada",4.3/10 , GRE 311 | IELTS 6.5 , M.Eng Mechanical Engin...$5K/Yr
"West Virginia University, Morgantown","West Virginia, usa",4.3/10 , GRE 300 | IELTS 6.5 , M.Sc Computer Science$24.8K/Yr
"Rush University, Chicago","Illinois, usa",4.3/10 ,-*-, M.S Clinical Research$35K/Yr
"York University, Toronto","Ontario, canada",4.3/10 , GRE 309 | TOEFL 91 , M.Sc Computer Science$14.1K/Yr
"Heriot-Watt University, Edinburgh","Scotland, uk",4.3/10 , GMAT 600 | TOEFL 100 , M.B.A$45.7K/Yr
"Swansea University, Swansea","Wales, uk",4.3/10 , TOEFL 88 , M.Sc Child Public Heal...$10.3K/Yr
"Creighton University, Omaha","Nebraska, usa",4.3/10 ,-*-, M.S Business Intellige...$17.5K/Yr
"University of the Sunshine Coast, Sippy Downs","Queensland, australia",4.3/10 , TOEFL 76 , M.B.A$18.4K/Yr
"La Trobe University, Melbourne","Victoria, australia",4.3/10 ,-*-, M.Eng Manufacturing$25.7K/Yr
"Clemson University, Clemson","South Carolina, usa",4.3/10 , TOEFL 102 , M.S Automotive Enginee...$23K/Yr
"Northumbria University, Newcastle upon Tyne","England, uk",4.3/10 , IELTS 6.5 , M.Sc Digital Marketing$13K/Yr
"Universiti Putra Malaysia, Seri Kembangan","Selangor, malaysia",4.3/10 ,-*-, M.S Computer Science$1.2K/Yr
"Charles Sturt University, Sydney","New South Wales, australia",4.3/10 , IELTS 6 , M.I.T$17.2K/Yr
"Montclair State University, Montclair","New Jersey, usa",4.3/10 ,-*-, M.S Computer Science$18.9K/Yr
"City, University of London, London","England, uk",4.3/10 , IELTS 7 , M.S Computer Science$20.5K/Yr
"Lulea University of Technology, Lulea","Norrbotten, sweden",4.3/10 ,-*-, M.S Space Science and ...--
"Virginia Commonwealth University, Richmond","Virginia, usa",4.3/10 ,-*-, M.S Pharmacology and T...$27.9K/Yr
"Hong Kong Baptist University, Kowloon Tong","Hong Kong, hong-kong",4.2/10 ,-*-, M.Sc Applied Accountin...$28.6K/Yr
"Icahn School of Medicine at Mount Sinai, New York City","New York, usa",4.2/10 ,-*-, M.S Biomedical Science$32.9K/Yr
"Charles Darwin University, Darwin","Northern Territory , australia",4.2/10 , TOEFL 79 , M.B.A$22.4K/Yr
"Linkoping University, Linkoping","ostergotland, sweden",4.2/10 ,-*-, M.S Mechanical Enginee...$14.9K/Yr
"Baylor College of Medicine, Houston","Texas, usa",4.2/10 ,-*-, M.D/M.B.A$37.7K/Yr
"Jackson State University, Jackson","Mississippi, usa",4.2/10 ,-*-, M.S Computer Science$7.6K/Yr
"University of Nebraska Medical Center, Omaha","Nebraska, usa",4.2/10 ,-*-, M.S Emergency Prepared...$21K/Yr
"Laurentian University, Sudbury","Ontario, canada",4.2/10 , IELTS 6.5 , M.Arch$15.4K/Yr
"University of Bayreuth, Bayreuth","Bavaria, germany",4.2/10 , IELTS 7.0 , M.A History and Econom...--
"University of Texas, Arlington","Texas, usa",4.2/10 ,-*-, M.Sc Computer Engineer...$10.5K/Yr
"University of Central Florida, Orlando","Florida, usa",4.2/10 , IELTS 7 , M.Sc Mechanical Engine...$35.8K/Yr
"Southern Cross University, Lismore","New South Wales, australia",4.2/10 , IELTS 6 , Master Forest Science ...$21.9K/Yr
"University of Texas, San Antonio","Texas, usa",4.2/10 ,-*-, M.S Data Analytics$26.3K/Yr
"San Diego State University, San Diego","California, usa",4.2/10 , GRE 300 | TOEFL 80 , M.Sc Computer Science$16.1K/Yr
"Auburn University, Auburn","Alabama, usa",4.2/10 , SAT 1330 | IELTS 6.5 , M.Sc Computer Science ...$31.4K/Yr
"University of Waikato, Hamilton","North Island, new-zealand",4.2/10 ,-*-, M.Eng Mechanical Engin...$37.7K/Yr
"Chemnitz University of Technology, Chemnitz","Saxony, germany",4.2/10 ,-*-, Master Automobile Prod...--
"Kent State University, Kent","Ohio, usa",4.2/10 , TOEFL 71 , M.Sc Business Analytic...$17.6K/Yr
"University of Arkansas, Little Rock","Arkansas, usa",4.2/10 ,-*-, M.S Construction Manag...$18K/Yr
"University of Kassel, Kassel","Hesse, germany",4.2/10 , IELTS 6.5 , M.Sc Renewable Energy ...--
"University of Idaho, Moscow","Idaho, usa",4.2/10 ,-*-, M.S Mechanical Enginee...$28.2K/Yr
"Swinburne University of Technology, Melbourne","Victoria, australia",4.2/10 , TOEFL 79 , M.B.A$18.4K/Yr
"Maynooth University, Maynooth","Kildare, ireland",4.2/10 ,-*-, M.S Data Science and A...$15.3K/Yr
"Middlesex University, London","England, uk",4.2/10 ,-*-, M.S Computer Science$15.8K/Yr
"University of Alabama, Tuscaloosa","Alabama, usa",4.2/10 , GMAT 500 | TOEFL 79 , M.A Management - Globa...$30.2K/Yr
"Yeshiva University, New York City","New York, usa",4.2/10 ,-*-, M.S Marketing$39.3K/Yr
"Thomas Jefferson University, Philadelphia","Pennsylvania, usa",4.2/10 ,-*-, M.S User Experience an...$36.3K/Yr
"Murdoch University, Perth","Western Australia, australia",4.2/10 , IELTS 6 , M.I.T$19.6K/Yr
"Bangor University, Bangor","Wales, uk",4.2/10 ,-*-, M.S Environmental and ...$19.2K/Yr
"Oxford Brookes University, Oxford","England, uk",4.2/10 ,-*-, M.B.A$9.7K/Yr
"University of Sherbrooke, Sherbrooke","Quebec, canada",4.2/10 , TOEFL 100 , M.Eng Mechanical Engin...$13.1K/Yr
"Cleveland State University, Cleveland","Ohio, usa",4.2/10 ,-*-, M.S Computer and Infor...$22.4K/Yr
"Georgia State University, Atlanta","Georgia, usa",4.2/10 , GRE 294 | TOEFL 90 , M.Sc Computer Science$30.2K/Yr
"Saint Louis University, Saint Louis","Missouri, usa",4.2/10 ,-*-, M.S Aviation$33.9K/Yr
"University of North Carolina, Wilmington","North Carolina, usa",4.2/10 ,-*-, M.S Marine Biology$22.2K/Yr
"University of Stirling, Stirling","Scotland, uk",4.2/10 ,-*-, M.S Big Data$20.1K/Yr
"University of Kent, Canterbury","England, uk",4.2/10 ,-*-, M.S Business Analytics$23.6K/Yr
"Dublin City University, Dublin","Dublin, ireland",4.2/10 , TOEFL 92 , M.Sc Management - Avia...$21.1K/Yr
"University of Guelph, Guelph","Ontario, canada",4.2/10 , IELTS 6.5 , M.Sc Computer Science$10.3K/Yr
"University of Hohenheim, Stuttgart","Baden-Wurttemberg, germany",4.2/10 ,-*-, M.Sc Management--
"Lincoln University, Lincoln","South Island, new-zealand",4.2/10 ,-*-, M.A Business (Finance)$40K/Yr
"The Medical University of South Carolina, Charleston","South Carolina, usa",4.2/10 ,-*-, M.S Health Informatics$55.2K/Yr
"University of Hull, Hull","England, uk",4.2/10 ,-*-, M.S Computer Science (...$20.2K/Yr
"Southern Methodist University, Dallas","Texas, usa",4.2/10 ,-*-, M.S Computer Science$48K/Yr
"University of Tuebingen, Tubingen","Baden-Wurttemberg, germany",4.2/10 , IELTS 6.0 , M.Sc International Eco...$3.3K/Yr
"University of Quebec at Trois-Rivieres, Trois-Rivieres","Quebec, canada",4.2/10 ,-*-, M.B.A$13.1K/Yr
"Liverpool John Moores University, Liverpool","England, uk",4.2/10 ,-*-, M.S Cosmetic Science$18.6K/Yr
"University of Arkansas, Fayetteville","Arkansas, usa",4.2/10 ,-*-, M.S Computer Science$28.3K/Yr
"Australian Catholic University, Brisbane","Queensland, australia",4.2/10 , TOEFL 100 , Master Teaching (Secon...$18.6K/Yr
"University of Regensburg, Regensburg","Bavaria, germany",4.2/10 , IELTS 6 , M.B.A--
"Technical University Darmstadt, Darmstadt","Hesse, germany",4.2/10 , IELTS 5 , M.Sc Energy Science an...$600/Yr
"Glasgow Caledonian University, Glasgow","Scotland, uk",4.2/10 ,-*-, M.S Big Data Technolog...$15.9K/Yr
"De Montfort University, Leicester","England, uk",4.2/10 ,-*-, M.A Business of Motors...$20.2K/Yr
"Old Dominion University, Norfolk","Virginia, usa",4.2/10 , GRE 310 | TOEFL 79 , M.Sc Mechanical Engine...$41.5K/Yr
"Georgia Southern University, Statesboro","Georgia, usa",4.2/10 ,-*-, M.S Kinesiology - Athl...$29.8K/Yr
"University of South Dakota, Vermillion","South Dakota, usa",4.2/10 , IELTS 6.0 , M.B.A$21.4K/Yr
"University of Mannheim, Mannheim","Baden-Wurttemberg, germany",4.2/10 , GMAT 500 | TOEFL 72 , M.Sc Data Science$3.3K/Yr
"University of Koblenz - Landau, Mainz","Rhineland-Palatinate, germany",4.2/10 , IELTS 6.5 , M.Sc Web and Data Scie...--
"University of Wisconsin, Milwaukee","Wisconsin, usa",4.2/10 ,-*-, M.S Computer Science$25.7K/Yr
"Keele University, Newcastle","England, uk",4.2/10 ,-*-, M.S Psychology of Heal...$18.5K/Yr
"University of Portsmouth, Portsmouth","England, uk",4.2/10 , IELTS 6.0 , M.Eng Electronic Engin...$21.3K/Yr
"College of Charleston, Charleston","South Carolina, usa",4.2/10 ,-*-, M.S Environmental Stud...$34.8K/Yr
"University of Nottingham Malaysia, semenyih","Selangor, malaysia",4.2/10 , IELTS 6.5 , M.Sc Business and Mana...$76K/Yr
"Saarland University, Saarbrucken","Saarland, germany",4.2/10 ,-*-, M.S Computer Science--
"Aston University, Birmingham","England, uk",4.2/10 ,-*-, M.S International Busi...$26.1K/Yr
"Villanova University, Villanova","Pennsylvania, usa",4.2/10 , GRE 314 | TOEFL 80 , M.Sc Applied Statistic...$20.5K/Yr
"Saint Mary's University, Halifax","Nova Scotia, canada",4.2/10 , IELTS 6.5 , M.Sc Applied Science$10.9K/Yr
"University of Potsdam, Potsdam","Brandenburg, germany",4.2/10 ,-*-, Master Computer Scienc...--
"Aberystwyth University, Aberystwyth","Wales, uk",4.2/10 ,-*-, M.Sc Advanced Computer...$9.9K/Yr
"University of Denver, Denver","Colorado, usa",4.2/10 , GRE 299 | TOEFL 80 , M.Sc Data Science$42.8K/Yr
"Central Queensland University, Rockhampton","Queensland, australia",4.2/10 , IELTS 6.0 , Master Financial Plann...$19K/Yr
"Northern Arizona University, Flagstaff","Arizona, usa",4.2/10 ,-*-, M.S Applied Geospatial...$29.7K/Yr
"Mid Sweden University, Sundsvall","Vasternorrland, sweden",4.2/10 ,-*-, M.S Business Administr...$8.1K/Yr
"Kansas State University, Manhattan","Kansas, usa",4.2/10 ,-*-, M.S Computer Science$26.3K/Yr
"New Jersey Institute of Technology, Newark","New Jersey, usa",4.2/10 ,-*-, M.S Transportation$31.6K/Yr
"Florida Institute of Technology, Melbourne","Florida, usa",4.2/10 ,-*-, M.S Electrical Enginee...$37.2K/Yr
"Idaho State University, Pocatello","Idaho, usa",4.2/10 ,-*-, M.S Civil Engineering$24.7K/Yr
"Linnaeus University, Vaxjo","Kronoberg, sweden",4.2/10 ,-*-," M.S Psychology, Work a...$9.3K/Yr"
"Federation University, Ballarat","Victoria, australia",4.2/10 , IELTS 6.0 , M.Eng Technology - Mec...$19.8K/Yr
"University of Puerto Rico - Rio Piedras, San Juan","Puerto Rico, usa",4.2/10 ,-*-, M.Arch$9.4K/Yr
"Coventry University, Coventry","England, uk",4.2/10 , IELTS 6.5 , M.Sc Automotive Engine...$21.4K/Yr
"New Mexico Institute of Mining and Technology, Socorro","New Mexico, usa",4.2/10 ,-*-, M.S Computer Science$24.7K/Yr
"Baylor University, Waco","Texas, usa",4.2/10 , GRE 297 | IELTS 6.5 , M.Sc Computer Science$53.5K/Yr
"Technical University Freiberg, Freiburg","Baden-Wurttemberg, germany",4.2/10 ,-*-, M.Sc Automotive Constr...--
"Justus Liebig University Giessen, Giessen","Hesse, germany",4.2/10 , TOEFL 80 , M.Sc Agrobiotechnology$644/Yr
"The Open University, Milton Keynes","England, uk",4.2/10 , IELTS 6 , L.L.M$10K/Yr
"University of Salford, Salford","England, uk",4.2/10 ,-*-, M.S Data Science$17.5K/Yr
"Oklahoma State University, Stillwater","Oklahoma, usa",4.2/10 ,-*-, M.S Management Informa...$26.3K/Yr
"Technical University of Clausthal, Clausthal-Zellerfeld","Lower Saxony, germany",4.2/10 ,-*-, M.Sc Industrial Engine...--
"University of Hertfordshire, Hatfield","England, uk",4.2/10 , IELTS 7.0 , M.Sc Computer Science$12.4K/Yr
"North Dakota State University, Fargo","North Dakota, usa",4.2/10 ,-*-, M.S Plant Sciences / H...$18.9K/Yr
"New Mexico State University, Las Cruces","New Mexico, usa",4.2/10 ,-*-, M.S Geological Science...$24.1K/Yr
"Carleton University, Ottawa","Ontario, canada",4.2/10 , GMAT 550 | IELTS 6.5 , M.B.A Business Analyti...$32.5K/Yr
"Bournemouth University, Poole","England, uk",4.2/10 ,-*-, M.S Applied Data Analy...$18.3K/Yr
"University of Louisville, Louisville","Kentucky, usa",4.2/10 ,-*-, M.S Microbiology and I...$26.5K/Yr
"University of New Brunswick (Fredericton), Fredericton","NewBrunswick, canada",4.2/10 , GMAT 550 | TOEFL 92 , M.B.A$9.3K/Yr
"University of Rostock, Rostock","Mecklenburg-Vorpommern, germany",4.2/10 ,-*-, M.Sc Industrial Engine...--
"University of New Hampshire, Durham","New Hampshire, usa",4.2/10 ,-*-, M.S Analytics$32.2K/Yr
"Curtin University, Perth","Western Australia, australia",4.2/10 , TOEFL 79 , M.I.B$20.7K/Yr
"Western Washington University, Bellingham","Washington, usa",4.2/10 ,-*-, M.S Computer Science$22.6K/Yr
"Miami University, Oxford","Ohio, usa",4.2/10 ,-*-, M.A Music Performance$39.9K/Yr
"University of Highlands and Islands, Inverness","Scotland, uk",4.2/10 , IELTS 6.5 , E.M.B.A$6.2K/Yr
"University of The West of England, Bristol","England, uk",4.2/10 ,-*-, L.L.M Advanced Legal P...$17K/Yr
"University of Westminster, London","England, uk",4.2/10 ,-*-, M.A International Busi...$19.6K/Yr
"University of Massachusetts, Boston","Massachusetts, usa",4.2/10 , IELTS 6.5 , M.B.A$33.2K/Yr
"The New School, New York City","New York, usa",4.2/10 ,-*-, M.S Non-profit Managem...$39.2K/Yr
"Concordia University, Montreal","Quebec, canada",4.2/10 , GMAT 580 | IELTS 7 , M.B.A$31.1K/Yr
"Memorial University of Newfoundland, St. John's","Newfoundland & Labrador, canada",4.2/10 , TOEFL 92 , M.Eng Mechanical Engin...$3.6K/Yr
"University of Wyoming, Laramie","Wyoming, usa",4.2/10 ,-*-, M.S Botany$15.5K/Yr
"Orebro University, Orebro","Narke, sweden",4.2/10 ,-*-, M.A Economics and Econ...$7.3K/Yr
"London Business School, London","England, uk",4.2/10 , GMAT 701 | TOEFL 92 , M.B.A$126.1K/Yr
"University of Tulsa, Tulsa","Oklahoma, usa",4.2/10 ,-*-, M.S Computer Science$38.2K/Yr
"International Islamic University Malaysia, Gombak","Selangor, malaysia",4.2/10 ,-*-, M.S Islamic Banking an...$4.4K/Yr
"Nottingham Trent University, Nottingham","England, uk",4.2/10 ,-*-, M.A Computer Science (...$10.7K/Yr
"University of Missouri, Kansas City","Missouri, usa",4.2/10 ,-*-, M.S Computer Science$31.3K/Yr
"Utah State University, Logan","Utah, usa",4.2/10 ,-*-, M.A Human Resources$19.6K/Yr
